年份,院校名称,院校代码,科类,批次,招生类型,专业组,选科要求,录取人数,最低分数,最低分位,批次线差,学校所在,学校性质,是否985,是否211
2023,绍兴文理学院,A349,综合,普通类一段,普通类,,,,518,128272,75,浙江,公办,否,否
2023,绥化学院,A236,综合,普通类一段,普通类,,,,478,220439,35,黑龙江,公办,否,否
2023,绵阳城市学院,E045,综合,普通类一段,普通类,,,,467,248125,24,四川,民办,否,否
2023,绵阳师范学院,A639,综合,普通类一段,普通类,,,,490,192116,47,四川,公办,否,否
2023,绵阳职业技术学院,C753,综合,普通类二段,普通类,,,,403,399144,253,四川,公办,否,否
2023,绵阳飞行职业学院,E730,综合,普通类二段,普通类,,,,235,645983,85,四川,民办,否,否
2023,网络空间部队信息工程大学,,综合,提前批,物理类（女）,,,,624,11938,,河南,公办,否,否
2023,网络空间部队信息工程大学,,综合,提前批,物理类（男）,,,,592,29958,,河南,公办,否,否
2023,聊城大学,A447,综合,普通类一段,普通类,,,,493,185494,50,山东,公办,否,否
2023,聊城大学,A447,综合,普通类一段,地方专项计划,,,,495,178879,52,山东,公办,否,否
2023,聊城大学,A447,综合,普通类一段,校企合作,,,,486,200502,43,山东,公办,否,否
2023,聊城大学东昌学院,E001,综合,普通类一段,普通类,,,,477,222695,34,山东,民办,否,否
2023,聊城大学东昌学院,E001,综合,普通类二段,普通类,,,,315,567562,165,山东,民办,否,否
2023,聊城大学东昌学院,E001,综合,普通类一段,校企合作,,,,477,223417,34,山东,民办,否,否
2023,聊城大学东昌学院,E001,综合,普通类二段,校企合作,,,,303,584675,153,山东,民办,否,否
2023,聊城职业技术学院,C441,综合,普通类二段,普通类,,,,327,549217,177,山东,公办,否,否
2023,聊城职业技术学院,C441,综合,普通类二段,高职3+2贯通培养,,,,467,248436,317,山东,公办,否,否
2023,聊城职业技术学院,C441,综合,普通类二段,高职技师合作培养,,,,334,536947,184,山东,公办,否,否
2023,聊城职业技术学院,C441,综合,普通类二段,校企合作,,,,316,566936,166,山东,公办,否,否
2023,联勤保障部队工程大学,,综合,提前批,女生（军事物资采购管理）,,,,620,13638,,重庆,公办,否,否
2023,联勤保障部队工程大学,,综合,提前批,男生（军事物资采购管理）,,,,599,24985,,重庆,公办,否,否
2023,联勤保障部队工程大学,,综合,提前批,女生,,,,597,26361,,重庆,公办,否,否
2023,联勤保障部队工程大学,,综合,提前批,男生,,,,534,99759,,重庆,公办,否,否
2023,肇庆医学院,D810,综合,普通类二段,普通类,,,,461,264528,311,广东,公办,否,否
2023,肇庆学院,A580,综合,普通类一段,普通类,,,,484,207173,41,广东,公办,否,否
2023,自贡职业技术学院,E768,综合,普通类二段,普通类,,,,190,658916,40,四川,民办,否,否
2023,芜湖职业技术大学,,综合,普通类二段,普通类,,,,447,299017,297,安徽,公办,否,否
2023,苏州信息职业技术学院,E256,综合,普通类二段,普通类,,,,397,411585,247,江苏,公办,否,否
2023,苏州健雄职业技术学院,D751,综合,普通类二段,普通类,,,,401,403593,251,江苏,公办,否,否
2023,苏州大学,A285,综合,普通类一段,普通类,,,,590,31156,147,江苏,公办,否,是
2023,苏州工业园区服务外包职业学院,E295,综合,普通类二段,普通类,,,,411,382346,261,江苏,公办,否,否
2023,苏州工业园区职业技术学院,C809,综合,普通类二段,普通类,,,,376,456636,226,江苏,民办,否,否
2023,苏州工业职业技术学院,C686,综合,普通类二段,普通类,,,,448,294969,298,江苏,公办,否,否
2023,苏州工学院,A333,综合,普通类一段,普通类,,,,496,176531,53,江苏,公办,否,否
2023,苏州工学院,A333,综合,普通类一段,中外合作办学,,,,488,196893,45,江苏,公办,否,否
2023,苏州托普信息职业技术学院,C687,综合,普通类二段,普通类,,,,297,593279,147,江苏,民办,否,否
2023,苏州百年职业学院,D962,综合,普通类二段,中外合作办学,,,,260,630920,110,江苏,中外合作办学,否,否
2023,苏州科技大学,A332,综合,普通类一段,普通类,,,,557,64375,114,江苏,公办,否,否
2023,苏州科技大学,A332,综合,普通类一段,中外合作办学,,,,537,94527,94,江苏,公办,否,否
2023,苏州科技大学天平学院,D985,综合,普通类一段,普通类,,,,479,219462,36,江苏,民办,否,否
2023,苏州经贸职业技术学院,C685,综合,普通类二段,普通类,,,,456,276128,306,江苏,公办,否,否
2023,苏州职业技术大学,,综合,普通类二段,普通类,,,,454,280731,304,江苏,公办,否,否
2023,苏州高博职业学院,,综合,普通类二段,普通类,,,,293,597922,143,江苏,民办,否,否
2023,茅台学院,E625,综合,普通类一段,普通类,,,,475,227226,32,贵州,民办,否,否
2023,荆州学院,D245,综合,普通类一段,普通类,,,,465,253675,22,湖北,民办,否,否
2023,荆州学院,D245,综合,普通类二段,普通类,,,,328,546526,178,湖北,民办,否,否
2023,荆州理工职业学院,B074,综合,普通类二段,普通类,,,,383,440739,233,湖北,公办,否,否
2023,荆州职业技术学院,C737,综合,普通类二段,普通类,,,,381,444882,231,湖北,公办,否,否
2023,荆楚理工学院,B336,综合,普通类一段,普通类,,,,486,200813,43,湖北,公办,否,否
2023,荆门职业学院,E571,综合,普通类二段,普通类,,,,379,448901,229,湖北,公办,否,否
2023,莆田学院,B498,综合,普通类一段,普通类,,,,491,187965,48,福建,公办,否,否
2023,莆田学院,B498,综合,普通类一段,中外合作办学,,,,480,216403,37,福建,公办,否,否
2023,莱芜职业技术学院,C330,综合,普通类二段,普通类,,,,350,506572,200,山东,公办,否,否
2023,莱芜职业技术学院,C330,综合,普通类二段,高职3+2贯通培养,,,,469,244042,319,山东,公办,否,否
2023,莱芜职业技术学院,C330,综合,普通类二段,中外合作办学,,,,347,513283,197,山东,公办,否,否
2023,莱芜职业技术学院,C330,综合,普通类二段,校企合作,,,,328,546969,178,山东,公办,否,否
2023,菏泽医学专科学校,A444,综合,普通类二段,普通类,,,,409,385893,259,山东,公办,否,否
2023,菏泽医学专科学校,A444,综合,普通类二段,公费医学生,,,,480,216965,330,山东,公办,否,否
2023,菏泽医学专科学校,A444,综合,普通类二段,高职3+2贯通培养,,,,477,223524,327,山东,公办,否,否
2023,菏泽医学专科学校,A444,综合,普通类二段,中外合作办学,,,,413,376707,263,山东,公办,否,否
2023,菏泽医学专科学校,A444,综合,普通类二段,校企合作,,,,396,414989,246,山东,公办,否,否
2023,菏泽学院,A455,综合,普通类一段,普通类,,,,483,208922,40,山东,公办,否,否
2023,菏泽学院,A455,综合,普通类二段,普通类,,,,431,336524,281,山东,公办,否,否
2023,菏泽学院,A455,综合,普通类一段,校企合作,,,,480,215489,37,山东,公办,否,否
2023,菏泽学院,A455,综合,普通类一段,中外合作办学,,,,474,231537,31,山东,公办,否,否
2023,菏泽学院,A455,综合,普通类二段,校企合作,,,,433,331062,283,山东,公办,否,否
2023,菏泽家政职业学院,E118,综合,普通类二段,普通类,,,,292,599442,142,山东,公办,否,否
2023,菏泽家政职业学院,E118,综合,普通类二段,高职3+2贯通培养,,,,471,238130,321,山东,公办,否,否
2023,菏泽家政职业学院,E118,综合,普通类二段,校企合作,,,,311,573548,161,山东,公办,否,否
2023,菏泽职业学院,E477,综合,普通类二段,普通类,,,,327,548634,177,山东,公办,否,否
2023,菏泽职业学院,E477,综合,普通类二段,中外合作办学,,,,309,576620,159,山东,公办,否,否
2023,菏泽职业学院,E477,综合,普通类二段,校企合作,,,,304,583309,154,山东,公办,否,否
2023,萍乡卫生职业学院,E656,综合,普通类二段,普通类,,,,397,412865,247,江西,公办,否,否
2023,萍乡学院,A895,综合,普通类一段,普通类,,,,481,214017,38,江西,公办,否,否
2023,营口理工学院,E435,综合,普通类一段,普通类,,,,483,207471,40,辽宁,公办,否,否
2023,蚌埠医科大学,A367,综合,普通类一段,普通类,,,,506,153331,63,安徽,公办,否,否
2023,蚌埠学院,B305,综合,普通类一段,普通类,,,,490,190445,47,安徽,公办,否,否
2023,蚌埠工商学院,D611,综合,普通类一段,普通类,,,,472,235010,29,安徽,民办,否,否
2023,蚌埠经济技术职业学院,E137,综合,普通类二段,普通类,,,,295,595374,145,安徽,民办,否,否
2023,衡水学院,A101,综合,普通类一段,普通类,,,,485,204188,42,河北,公办,否,否
2023,衡水学院,A101,综合,普通类一段,中外合作办学,,,,478,219741,35,河北,公办,否,否
2023,衡阳师范学院,A546,综合,普通类一段,普通类,,,,483,208901,40,湖南,公办,否,否
2023,衢州学院,B488,综合,普通类一段,普通类,,,,490,191529,47,浙江,公办,否,否
2023,襄阳汽车职业技术学院,E357,综合,普通类二段,普通类,,,,352,503253,202,湖北,公办,否,否
2023,襄阳职业技术学院,C354,综合,普通类二段,普通类,,,,416,369791,266,湖北,公办,否,否
2023,西交利物浦大学,F302,综合,普通类一段,中外合作办学,,,,573,46539,130,江苏,中外合作办学,否,否
2023,西京学院,C715,综合,普通类一段,普通类,,,,468,246361,25,陕西,民办,否,否
2023,西北农林科技大学,A712,综合,普通类一段,普通类,,,,582,37914,139,陕西,公办,是,是
2023,西北农林科技大学,A712,综合,普通类一段,中外合作办学,,,,574,44899,131,陕西,公办,是,是
2023,西北大学,A697,综合,普通类一段,普通类,,,,590,31421,147,陕西,公办,否,是
2023,西北大学,A697,综合,普通类一段,中外合作办学,,,,583,36340,140,陕西,公办,否,是
2023,西北大学现代学院,D678,综合,普通类一段,普通类,,,,476,226334,33,陕西,民办,否,否
2023,西北工业大学,A699,综合,普通类一段,普通类,,,,615,15602,172,陕西,公办,是,是
2023,西北工业大学,A699,综合,普通类一段,中外合作办学,,,,599,24700,156,陕西,公办,是,是
2023,西北师范大学,A736,综合,普通类一段,普通类,,,,492,186960,49,甘肃,公办,否,否
2023,西北师范大学,A736,综合,普通类一段,中外合作办学,,,,483,208669,40,甘肃,公办,否,否
2023,西北政法大学,A726,综合,普通类一段,普通类,,,,589,31841,146,陕西,公办,否,否
2023,西北民族大学,A742,综合,普通类一段,普通类,,,,496,177537,53,甘肃,公办,否,否
2023,西北民族大学,A742,综合,普通类一段,二次志愿,,,,539,91311,96,甘肃,公办,否,否
2023,西华大学,A623,综合,普通类一段,普通类,,,,533,100362,90,四川,公办,否,否
2023,西华大学,A623,综合,普通类一段,边防军人子女预科班,,,,467,247118,24,四川,公办,否,否
2023,西华师范大学,A638,综合,普通类一段,普通类,,,,490,192023,47,四川,公办,否,否
2023,西南交通大学,A613,综合,普通类一段,普通类,,,,580,39613,137,四川,公办,否,是
2023,西南交通大学,A613,综合,普通类一段,中外合作办学,,,,572,46817,129,四川,公办,否,是
2023,西南交通大学希望学院,E262,综合,普通类一段,普通类,,,,469,242184,26,四川,民办,否,否
2023,西南交通大学希望学院,E262,综合,普通类二段,普通类,,,,388,430417,238,四川,民办,否,否
2023,西南医科大学,A632,综合,普通类一段,普通类,,,,495,180607,52,四川,公办,否,否
2023,西南大学,A635,综合,普通类一段,普通类,,,,571,48315,128,重庆,公办,否,是
2023,西南大学,A635,综合,普通类一段,荣昌校区,,,,577,42486,134,重庆,公办,否,是
2023,西南大学,A635,综合,普通类一段,中外合作办学,,,,569,50166,126,重庆,公办,否,是
2023,西南政法大学,A652,综合,普通类一段,普通类,,,88,595,27755,,重庆,公办,否,否
2023,西南政法大学,A652,综合,普通类一段,中外合作办学,,,10,618,14518,,重庆,公办,否,否
2023,西南林业大学,A677,综合,普通类一段,普通类,,,,469,243479,26,云南,公办,否,否
2023,西南民族大学,A656,综合,普通类一段,普通类,,,,528,110345,85,四川,公办,否,否
2023,西南石油大学,A615,综合,普通类一段,普通类,,,,561,59847,118,四川,公办,否,否
2023,西南科技大学,A619,综合,普通类一段,普通类,,,,504,158701,61,四川,公办,否,否
2023,西南科技大学,A619,综合,普通类一段,二次志愿,,,,556,65734,113,四川,公办,否,否
2023,西南财经大学,A651,综合,普通类一段,普通类,,,,607,20054,164,四川,公办,否,是
2023,西南财经大学,A651,综合,普通类一段,中外合作办学,,,,580,39378,137,四川,公办,否,是
2023,西南财经大学天府学院,E037,综合,普通类一段,普通类,,,,473,232796,30,四川,民办,否,否
2023,西南财经大学天府学院,E037,综合,普通类二段,普通类,,,,417,369086,267,四川,民办,否,否
2023,西南财经大学特拉华数据科学学院,,综合,普通类一段,中外合作办学,,,,580,39680,,四川,中外合作办学,否,是
2023,西安交通大学,A698,综合,普通类一段,普通类,,,,644,5520,201,陕西,公办,是,是
2023,西安交通大学,A698,综合,普通类一段,中外合作办学,,,,598,25005,155,陕西,公办,是,是
2023,西安交通大学城市学院,D677,综合,普通类一段,普通类,,,,475,227811,32,陕西,民办,否,否
2023,西安交通工程学院,D569,综合,普通类一段,普通类,,,,471,238229,28,陕西,民办,否,否
2023,西安交通工程学院,D569,综合,普通类二段,普通类,,,,329,545191,179,陕西,民办,否,否
2023,西安信息职业大学,E030,综合,普通类一段,普通类,,,,462,259784,19,陕西,民办,否,否
2023,西安信息职业大学,E030,综合,普通类二段,普通类,,,,344,517491,194,陕西,民办,否,否
2023,西安医学院,B840,综合,普通类一段,普通类,,,,493,183502,50,陕西,公办,否,否
2023,西安城市建设职业学院,D124,综合,普通类二段,普通类,,,,332,539732,182,陕西,民办,否,否
2023,西安培华学院,B400,综合,普通类一段,普通类,,,,470,240151,27,陕西,民办,否,否
2023,西安外事学院,C713,综合,普通类一段,普通类,,,,462,261824,19,陕西,民办,否,否
2023,西安外事学院,C713,综合,普通类二段,普通类,,,,390,426966,240,陕西,民办,否,否
2023,西安外国语大学,A724,综合,普通类一段,普通类,,,,564,56217,121,陕西,公办,否,否
2023,西安工业大学,A702,综合,普通类一段,普通类,,,,546,78981,103,陕西,公办,否,否
2023,西安工业大学,A702,综合,普通类一段,中外合作办学,,,,506,154702,63,陕西,公办,否,否
2023,西安工商学院,D682,综合,普通类一段,普通类,,,,465,252312,22,陕西,民办,否,否
2023,西安工商学院,D682,综合,普通类二段,普通类,,,,346,514261,196,陕西,民办,否,否
2023,西安工程大学,A709,综合,普通类一段,普通类,,,,520,125458,77,陕西,公办,否,否
2023,西安建筑科技大学,A703,综合,普通类一段,普通类,,,,539,91087,96,陕西,公办,否,否
2023,西安建筑科技大学,A703,综合,普通类一段,中外合作办学,,,,544,82086,101,陕西,公办,否,否
2023,西安建筑科技大学华清学院,D679,综合,普通类一段,普通类,,,,470,240926,27,陕西,民办,否,否
2023,西安思源学院,D121,综合,普通类一段,普通类,,,,470,241874,27,陕西,民办,否,否
2023,西安思源学院,D121,综合,普通类二段,普通类,,,,371,466524,221,陕西,民办,否,否
2023,西安文理学院,B080,综合,普通类一段,普通类,,,,511,144426,68,陕西,公办,否,否
2023,西安明德理工学院,D894,综合,普通类一段,普通类,,,,463,257732,20,陕西,民办,否,否
2023,西安明德理工学院,D894,综合,普通类二段,普通类,,,,361,485434,211,陕西,民办,否,否
2023,西安欧亚学院,C712,综合,普通类一段,普通类,,,,470,241905,27,陕西,民办,否,否
2023,西安欧亚学院,C712,综合,普通类一段,中外合作办学,,,,464,255959,21,陕西,民办,否,否
2023,西安汽车职业大学,D738,综合,普通类一段,普通类,,,,465,253141,22,陕西,民办,否,否
2023,西安汽车职业大学,D738,综合,普通类二段,普通类,,,,322,557493,172,陕西,民办,否,否
2023,西安海棠职业学院,D737,综合,普通类二段,普通类,,,,327,548879,177,陕西,民办,否,否
2023,西安理工大学,A700,综合,普通类一段,普通类,,,,564,55540,121,陕西,公办,否,否
2023,西安理工大学,A700,综合,普通类一段,中外合作办学,,,,541,87367,98,陕西,公办,否,否
2023,西安电力高等专科学校,B826,综合,普通类二段,普通类,,,,455,277267,305,陕西,公办,否,否
2023,西安电子科技大学,A701,综合,普通类一段,普通类,,,,626,11022,183,陕西,公办,否,是
2023,西安电子科技大学,A701,综合,普通类一段,中外合作办学,,,,591,30529,148,陕西,公办,否,是
2023,西安石油大学,A705,综合,普通类一段,普通类,,,,520,125089,77,陕西,公办,否,否
2023,西安科技大学,A704,综合,普通类一段,普通类,,,,541,87201,98,陕西,公办,否,否
2023,西安科技大学,A704,综合,普通类一段,中外合作办学,,,,528,109507,85,陕西,公办,否,否
2023,西安科技大学高新学院,E042,综合,普通类一段,普通类,,,,474,231256,31,陕西,民办,否,否
2023,西安科技大学高新学院,E042,综合,普通类一段,中外合作办学,,,,470,240320,27,陕西,民办,否,否
2023,西安翻译学院,C714,综合,普通类一段,普通类,,,,458,271468,15,陕西,民办,否,否
2023,西安翻译学院,C714,综合,普通类二段,普通类,,,,316,566784,166,陕西,民办,否,否
2023,西安职业技术学院,D947,综合,普通类二段,普通类,,,,435,326536,285,陕西,公办,否,否
2023,西安航空学院,B736,综合,普通类一段,普通类,,,,474,229631,31,陕西,公办,否,否
2023,西安航空职业技术学院,C828,综合,普通类二段,普通类,,,,434,327793,284,陕西,公办,否,否
2023,西安财经大学,B560,综合,普通类一段,普通类,,,,541,88007,98,陕西,公办,否,否
2023,西安财经大学,B560,综合,普通类一段,中外合作办学,,,,540,89587,97,陕西,公办,否,否
2023,西安邮电大学,B664,综合,普通类一段,普通类,,,,559,62573,116,陕西,公办,否,否
2023,西安邮电大学,B664,综合,普通类一段,中外合作办学,,,,567,52889,124,陕西,公办,否,否
2023,西安邮电大学,B664,综合,普通类一段,边防军人子女预科班,,,,529,107979,86,陕西,公办,否,否
2023,西安铁路职业技术学院,D945,综合,普通类二段,普通类,,,,449,292478,299,陕西,公办,否,否
2023,西安高新科技职业学院,D122,综合,普通类二段,普通类,,,,349,508925,199,陕西,民办,否,否
2023,西昌学院,A628,综合,普通类一段,普通类,,,,479,217820,36,四川,公办,否,否
2023,西藏农牧大学,A693,综合,普通类一段,普通类,,,,475,227285,32,西藏,公办,否,否
2023,西藏大学,A694,综合,普通类一段,普通类,,,,532,102737,89,西藏,公办,否,是
2023,西藏大学,A694,综合,普通类一段,二次志愿,,,,561,59463,118,西藏,公办,否,是
2023,西藏民族大学,A695,综合,普通类一段,普通类,,,,495,179264,52,陕西,公办,否,否
2023,西藏职业技术学院,E085,综合,普通类二段,普通类,,,,319,561723,169,西藏,公办,否,否
2023,许昌学院,A480,综合,普通类一段,普通类,,,,485,203122,42,河南,公办,否,否
2023,豫北医学院,D505,综合,普通类一段,普通类,,,,512,141352,69,河南,民办,否,否
2023,贵州交通职业大学,,综合,普通类二段,普通类,,,,431,335964,281,贵州,公办,否,否
2023,贵州医科大学,A660,综合,普通类一段,普通类,,,,598,25536,155,贵州,公办,否,否
2023,贵州医科大学,A660,综合,普通类一段,中外合作办学,,,,537,93541,94,贵州,公办,否,否
2023,贵州商学院,B731,综合,普通类一段,普通类,,,,481,214288,38,贵州,公办,否,否
2023,贵州商学院,B731,综合,普通类一段,中外合作办学,,,,479,218922,36,贵州,公办,否,否
2023,贵州城市职业学院,C850,综合,普通类二段,普通类,,,,175,660549,25,贵州,民办,否,否
2023,贵州大学,A657,综合,普通类一段,普通类,,,,573,45927,130,贵州,公办,否,是
2023,贵州大学,A657,综合,普通类一段,中外合作办学,,,,534,98199,91,贵州,公办,否,是
2023,贵州大学北阿拉巴马国际工程技术学院,,综合,普通类一段,中外合作办学,,,,535,98072,92,贵州,中外合作办学,否,否
2023,贵州工商职业学院,E412,综合,普通类二段,普通类,,,,171,660920,21,贵州,民办,否,否
2023,贵州工贸职业学院,E559,综合,普通类二段,普通类,,,,219,652396,69,贵州,民办,否,否
2023,贵州师范大学,A663,综合,普通类一段,普通类,,,,511,143347,68,贵州,公办,否,否
2023,贵州师范大学,A663,综合,普通类一段,中外合作办学,,,,483,208089,40,贵州,公办,否,否
2023,贵州师范学院,E223,综合,普通类一段,普通类,,,,489,194022,46,贵州,公办,否,否
2023,贵州民族大学,A672,综合,普通类一段,普通类,,,,494,182160,51,贵州,公办,否,否
2023,贵州水利水电职业技术学院,E577,综合,普通类二段,中外合作办学,,,,292,598831,142,贵州,公办,否,否
2023,贵州理工学院,E440,综合,普通类一段,普通类,,,,477,222733,34,贵州,公办,否,否
2023,贵州电子信息职业技术学院,C336,综合,普通类二段,普通类,,,,394,418384,244,贵州,公办,否,否
2023,贵州盛华职业学院,E371,综合,普通类二段,普通类,,,,307,580421,157,贵州,民办,否,否
2023,贵州警察学院,C107,综合,普通类一段,普通类,,,,508,149188,65,贵州,公办,否,否
2023,贵州财经大学,A671,综合,普通类一段,普通类,,,,467,247397,24,贵州,公办,否,否
2023,贵州轻工职业大学,,综合,普通类二段,普通类,,,,378,450981,228,贵州,公办,否,否
2023,贵阳信息科技学院,D650,综合,普通类一段,普通类,,,,467,247325,24,贵州,民办,否,否
2023,贵阳学院,A976,综合,普通类一段,普通类,,,,485,204336,42,贵州,公办,否,否
2023,贵阳康养职业大学,F206,综合,普通类一段,普通类,,,,481,213183,38,贵州,公办,否,否
2023,贵阳职业技术学院,E129,综合,普通类二段,普通类,,,,364,479600,214,贵州,公办,否,否
2023,贺州学院,B838,综合,普通类一段,普通类,,,,481,212558,38,广西,公办,否,否
2023,资阳口腔职业学院,E673,综合,普通类二段,普通类,,,,243,641710,93,四川,民办,否,否
2023,资阳环境科技职业学院,E674,综合,普通类二段,普通类,,,,178,660292,28,四川,民办,否,否
2023,赣东学院,D432,综合,普通类一段,普通类,,,,481,213659,38,江西,公办,否,否
2023,赣南医科大学,A413,综合,普通类一段,普通类,,,,492,187620,49,江西,公办,否,否
2023,赣南师范大学,A418,综合,普通类一段,普通类,,,71,492,187740,49,江西,公办,否,否
2023,赣南师范大学科技学院,D439,综合,普通类一段,普通类,,,,476,225492,33,江西,民办,否,否
2023,赣南科技学院,D434,综合,普通类一段,普通类,,,,481,212535,38,江西,公办,否,否
2023,赣州师范高等专科学校,E465,综合,普通类二段,普通类,,,,422,357549,272,江西,公办,否,否
2023,赣州师范高等专科学校,E465,综合,普通类二段,中外合作办学,,,,342,521304,192,江西,公办,否,否
2023,赣州职业技术学院,E665,综合,普通类二段,普通类,,,,360,487094,210,江西,公办,否,否
2023,赣西科技职业学院,D873,综合,普通类二段,普通类,,,,233,646778,83,江西,民办,否,否
2023,赤峰学院,A138,综合,普通类一段,普通类,,,,482,210699,39,内蒙古,公办,否,否
2023,赤峰工业职业技术学院,E338,综合,普通类二段,普通类,,,,335,535522,185,内蒙古,公办,否,否
2023,辽东学院,B779,综合,普通类二段,普通类,,,,455,277770,305,辽宁,公办,否,否
2023,辽宁中医药大学,A162,综合,普通类一段,普通类,,,,500,168151,57,辽宁,公办,否,否
2023,辽宁中医药大学,A162,综合,普通类一段,中外合作办学,,,,495,180510,52,辽宁,公办,否,否
2023,辽宁传媒学院,D957,综合,普通类一段,普通类,,,,459,268130,16,辽宁,民办,否,否
2023,辽宁传媒学院,D957,综合,普通类二段,普通类,,,,379,449456,229,辽宁,民办,否,否
2023,辽宁农业职业技术学院,B248,综合,普通类二段,普通类,,,,450,290629,300,辽宁,公办,否,否
2023,辽宁城市建设职业技术学院,E288,综合,普通类二段,普通类,,,,417,367097,267,辽宁,公办,否,否
2023,辽宁大学,A140,综合,普通类一段,普通类,,,,566,53780,123,辽宁,公办,否,是
2023,辽宁大学,A140,综合,普通类一段,中外合作办学,,,,550,73496,107,辽宁,公办,否,是
2023,辽宁大学,A140,综合,普通类一段,中外高水平大学学生交流计划,,,,532,102642,89,辽宁,公办,否,是
2023,辽宁对外经贸学院,A841,综合,普通类一段,普通类,,,,469,243313,26,辽宁,民办,否,否
2023,辽宁工业大学,A154,综合,普通类一段,普通类,,,,511,142715,68,辽宁,公办,否,否
2023,辽宁工业大学,A154,综合,普通类一段,中外合作办学,,,,476,224992,33,辽宁,公办,否,否
2023,辽宁工程技术大学,A147,综合,普通类一段,普通类,,,,507,151216,64,辽宁,公办,否,否
2023,辽宁工程技术大学,A147,综合,普通类一段,男生,,,,510,145770,67,辽宁,公办,否,否
2023,辽宁师范大学,A165,综合,普通类一段,普通类,,,,559,62519,116,辽宁,公办,否,否
2023,辽宁师范大学,A165,综合,普通类一段,中外合作办学,,,,514,138179,71,辽宁,公办,否,否
2023,辽宁师范大学海华学院,D215,综合,普通类一段,普通类,,,,473,233699,30,辽宁,民办,否,否
2023,辽宁广告职业学院,C897,综合,普通类二段,普通类,,,,332,539562,182,辽宁,民办,否,否
2023,辽宁机电职业技术学院,C898,综合,普通类二段,普通类,,,,407,390591,257,辽宁,公办,否,否
2023,辽宁生态工程职业学院,C593,综合,普通类二段,普通类,,,,396,413798,246,辽宁,公办,否,否
2023,辽宁省交通高等专科学校,B500,综合,普通类二段,普通类,,,,435,327493,285,辽宁,公办,否,否
2023,辽宁石油化工大学,A148,综合,普通类一段,普通类,,,,485,202581,42,辽宁,公办,否,否
2023,辽宁石油化工大学,A148,综合,普通类一段,中外合作办学,,,,483,207963,40,辽宁,公办,否,否
2023,辽宁科技大学,A146,综合,普通类一段,普通类,,,,494,182020,51,辽宁,公办,否,否
2023,辽宁科技大学,A146,综合,普通类一段,中外合作办学,,,,482,210562,39,辽宁,公办,否,否
2023,辽宁科技学院,B430,综合,普通类一段,普通类,,,,491,188433,48,辽宁,公办,否,否
2023,辽宁经济职业技术学院,C899,综合,普通类二段,普通类,,,,408,388934,258,辽宁,公办,否,否
2023,辽宁装备制造职业技术学院,E076,综合,普通类二段,普通类,,,,389,429604,239,辽宁,公办,否,否
2023,辽宁轨道交通职业学院,C896,综合,普通类二段,普通类,,,,434,329074,284,辽宁,公办,否,否
2023,辽宁轻工职业学院,E473,综合,普通类二段,普通类,,,,323,554355,173,辽宁,公办,否,否
2023,辽宁金融职业学院,C895,综合,普通类二段,普通类,,,,390,427733,240,辽宁,公办,否,否
2023,辽宁铁道职业技术学院,E188,综合,普通类二段,普通类,,,,436,323942,286,辽宁,公办,否,否
2023,运城学院,A123,综合,普通类一段,普通类,,,,482,210402,39,山西,公办,否,否
2023,运城幼儿师范高等专科学校,E093,综合,普通类二段,普通类,,,,401,404329,251,山西,公办,否,否
2023,运城职业技术大学,E226,综合,普通类一段,普通类,,,,469,242172,26,山西,民办,否,否
2023,连云港师范学院,,综合,普通类二段,普通类,,,,458,270334,308,江苏,公办,否,否
2023,连云港职业技术学院,B050,综合,普通类二段,普通类,,,,392,423262,242,江苏,公办,否,否
2023,通化医药健康职业学院,E744,综合,普通类二段,普通类,,,,400,406118,250,吉林,公办,否,否
2023,通化师范学院,A202,综合,普通类一段,普通类,,,,488,195761,45,吉林,公办,否,否
2023,通化师范学院,A202,综合,普通类一段,中外合作办学,,,,479,217883,36,吉林,公办,否,否
2023,遵义医科大学,A661,综合,普通类一段,普通类,,,,521,123803,78,贵州,公办,否,否
2023,遵义医科大学医学与科技学院,D653,综合,普通类一段,普通类,,,,491,189344,48,贵州,民办,否,否
2023,遵义医药高等专科学校,E011,综合,普通类二段,普通类,,,,449,292299,299,贵州,公办,否,否
2023,遵义师范学院,A664,综合,普通类一段,普通类,,,,491,187973,48,贵州,公办,否,否
2023,邢台医学院,,综合,普通类二段,普通类,,,,439,316645,289,河北,公办,否,否
2023,邢台学院,A104,综合,普通类一段,普通类,,,,493,183566,50,河北,公办,否,否
2023,邯郸学院,A103,综合,普通类一段,普通类,,,,481,212161,38,河北,公办,否,否
2023,邯郸科技职业学院,E695,综合,普通类二段,普通类,,,,355,497664,205,河北,公办,否,否
2023,邯郸职业技术学院,B034,综合,普通类二段,普通类,,,,428,341880,278,河北,公办,否,否
2023,邵阳学院,A547,综合,普通类一段,普通类,,,,488,195123,45,湖南,公办,否,否
2023,邵阳学院,A547,综合,普通类一段,中外合作办学,,,,477,222489,34,湖南,公办,否,否
2023,郑州健康学院,C948,综合,普通类二段,普通类,,,,405,393996,255,河南,民办,否,否
2023,郑州医药健康职业学院,E754,综合,普通类二段,普通类,,,,331,541233,181,河南,民办,否,否
2023,郑州升达经贸管理学院,E333,综合,普通类一段,普通类,,,,473,232077,30,河南,民办,否,否
2023,郑州卫生健康职业学院,E635,综合,普通类二段,普通类,,,,402,401405,252,河南,公办,否,否
2023,郑州商学院,E040,综合,普通类一段,普通类,,,,471,238720,28,河南,民办,否,否
