学历类型,学科一类,学科二类,学科三类,就业概况-名次,就业概况-名次-描述,就业最多地区,就业最多行业,就业行业分布,就业行业分布比例,就业地区分布,就业地区分布比例,工资情况,工资比例,经验情况,经验比例,学历要求,学历比例,就业方向,从事岗位,平均工资,工作年限,工作年限工资
高职专科,电子信息类,通信类,计算机通信,第 3 名 (电子信息),所有专业1121个，电子信息类共61个专科专业，在“电子信息”中就业排名第3,深圳,计算机软件,"[""计算机软件"",""电子技术/半导体/集成电路"",""通信/电信/网络设备"",""新能源"",""互联网/电子商务"",""通信/电信运营、增值服务"",""计算机服务(系统、数据服务、维修)"",""其他行业"",""计算机硬件"",""仪器仪表/工业自动化""]","[19%,14%,13%,13%,11%,8%,7%,3%,3%,3%]","[""深圳"",""上海"",""北京"",""广州"",""成都"",""杭州"",""南京"",""武汉"",""西安"",""苏州""]","[18%,18%,17%,10%,8%,7%,6%,6%,3%,2%]","[""面议 "",""6000-7999 "",""4500-5999 "",""10000-14999 "",""20000-29999 ""]","[34%,20%,15%,15%,14%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[42%,32%,16%,5%,2%]","[""大专 "",""本科 "",""不限学历 "",""初中 "",""中专 ""]","[36%,26%,26%,7%,1%]",,"[""嵌入式软件工程师"",""软件工程师"",""android开发工程师"",""硬件工程师"",""技术支持工程师"",""项目经理"",""网络工程师"",""销售经理"",""售前工程师"",""java开发工程师"",""产品经理"",""测试工程师"",""软件测试工程师"",""ios开发工程师"",""软件开发工程师"",""运维工程师"",""c++开发工程师"",""销售工程师"",""售前技术支持工程师"",""系统集成工程师"",""嵌入式软件开发工程师"",""硬件测试工程师"",""高级硬件工程师"",""区域销售经理"",""前端开发工程师"",""算法工程师"",""专利代理人"",""java高级开发工程师"",""高级软件工程师"",""客户经理"",""电子工程师"",""弱电工程师"",""网络管理员"",""售后技术支持工程师"",""web前端开发工程师"",""fpga工程师"",""技术工程师"",""安卓开发工程师"",""嵌入式开发工程师"",""通信工程师""]",6590,"[""应届生"",""1-3年"",""3-5年"",""5-10年""]","[4900,8360,20360,17500]"
高职专科,电子信息类,通信类,程控交换技术,第 38 名 (电子信息),所有专业1121个，电子信息类共61个专科专业，在“电子信息”中就业排名第38,上海,新能源,"[""新能源"",""计算机软件"",""建筑/建材/工程"",""计算机服务(系统、数据服务、维修)"",""房地产"",""电子技术/半导体/集成电路"",""机械/设备/重工"",""通信/电信/网络设备"",""互联网/电子商务"",""通信/电信运营、增值服务""]","[13%,12%,11%,11%,9%,9%,8%,8%,7%,6%]","[""上海"",""深圳"",""北京"",""广州"",""武汉"",""杭州"",""东莞"",""重庆"",""南京"",""成都""]","[25%,18%,12%,12%,7%,5%,4%,4%,4%,3%]","[""面议 "",""6000-7999 "",""10000-14999 "",""20000-29999 "",""4500-5999 ""]","[38%,25%,12%,11%,11%]","[""不限经验 "",""3-5年 "",""1-3年 "",""5-10年 "",""10年以上 ""]","[37%,24%,21%,11%,4%]","[""不限学历 "",""本科 "",""大专 "",""中专 "",""高中 ""]","[32%,31%,30%,2%,2%]",,"[""it专员"",""it主管"",""网络管理员"",""it工程师"",""技术支持工程师"",""网络工程师"",""区域技术经理"",""弱电工程师"",""技术工程师"",""现场技术支持工程师"",""运维工程师"",""通信技术工程师""]",,"[""应届生"",""1-3年"",""3-5年"",""5-10年""]","[4900,8360,20360,17500]"
高职专科,电子信息类,通信类,卫星数字技术,第 50 名 (电子信息),所有专业1121个，电子信息类共61个专科专业，在“电子信息”中就业排名第50,上海,电子技术/半导体/集成电路,"[""电子技术/半导体/集成电路"",""航天/航空"",""学术/科研"",""通信/电信/网络设备"",""计算机服务(系统、数据服务、维修)"",""计算机软件"",""新能源"",""建筑/建材/工程"",""互联网/电子商务"",""通信/电信运营、增值服务""]","[21%,20%,10%,9%,8%,8%,6%,5%,4%,4%]","[""上海"",""北京"",""成都"",""深圳"",""南京"",""武汉"",""长沙"",""厦门"",""广州"",""天津""]","[28%,17%,16%,11%,7%,4%,4%,3%,3%,2%]","[""面议 "",""6000-7999 "",""10000-14999 "",""20000-29999 "",""4500-5999 ""]","[39%,25%,12%,11%,10%]","[""不限经验 "",""3-5年 "",""1-3年 "",""5-10年 "",""10年以上 ""]","[36%,24%,22%,11%,4%]","[""不限学历 "",""本科 "",""大专 "",""中专 "",""高中 ""]","[32%,31%,30%,2%,2%]",,"[""it专员"",""it主管"",""网络管理员"",""it工程师"",""技术支持工程师"",""网络工程师"",""区域技术经理"",""弱电工程师"",""技术工程师"",""现场技术支持工程师"",""运维工程师"",""通信技术工程师""]",,"[""应届生"",""1-3年"",""3-5年"",""5-10年""]","[4900,8360,20360,17500]"
高职专科,电子信息类,通信类,移动通信技术,第 11 名 (电子信息),所有专业1121个，电子信息类共61个专科专业，在“电子信息”中就业排名第11,上海,计算机软件,"[""计算机软件"",""互联网/电子商务"",""通信/电信/网络设备"",""通信/电信运营、增值服务"",""新能源"",""电子技术/半导体/集成电路"",""其他行业"",""计算机服务(系统、数据服务、维修)"",""贸易/进出口"",""专业服务(咨询、人力资源、财会)""]","[17%,17%,16%,13%,12%,8%,4%,3%,3%,2%]","[""上海"",""北京"",""深圳"",""广州"",""哈尔滨"",""南京"",""杭州"",""成都"",""武汉"",""西安""]","[17%,16%,16%,13%,10%,6%,5%,5%,5%,3%]","[""面议 "",""6000-7999 "",""10000-14999 "",""20000-29999 "",""4500-5999 ""]","[37%,25%,14%,11%,10%]","[""不限经验 "",""3-5年 "",""1-3年 "",""5-10年 "",""10年以上 ""]","[37%,24%,22%,11%,4%]","[""本科 "",""不限学历 "",""大专 "",""初中 "",""中专 ""]","[31%,31%,30%,3%,2%]",,"[""android开发工程师"",""ios开发工程师"",""前端开发工程师"",""web前端开发工程师"",""安卓开发工程师"",""销售经理"",""项目经理"",""产品经理"",""技术支持工程师"",""android高级开发工程师"",""通信工程师"",""售前技术支持工程师"",""ios高级开发工程师"",""售前工程师"",""java开发工程师"",""高级android开发工程师"",""嵌入式软件工程师"",""软件工程师"",""网络工程师"",""高级ios开发工程师"",""app开发工程师"",""移动通信工程师"",""通信技术工程师"",""传输管线项目经理"",""移动开发工程师"",""维护与服务支撑类"",""运维工程师"",""通信网络维护"",""android工程师"",""android研发工程师"",""android 开发工程师"",""无线通信工程师"",""测试工程师"",""前端工程师"",""硬件工程师"",""移动端开发工程师"",""软件开发工程师"",""高级前端开发工程师"",""高级大客户经理"",""创新技术支撑""]",5580,"[""应届生"",""1-3年"",""3-5年""]","[5690,4810,17710]"
高职专科,电子信息类,通信类,通信网络与设备,第 9 名 (电子信息),所有专业1121个，电子信息类共61个专科专业，在“电子信息”中就业排名第9,上海,通信/电信/网络设备,"[""通信/电信/网络设备"",""计算机软件"",""通信/电信运营、增值服务"",""新能源"",""互联网/电子商务"",""计算机服务(系统、数据服务、维修)"",""电子技术/半导体/集成电路"",""其他行业"",""计算机硬件"",""建筑/建材/工程""]","[20%,18%,11%,10%,10%,9%,8%,4%,3%,2%]","[""上海"",""深圳"",""北京"",""广州"",""武汉"",""哈尔滨"",""成都"",""杭州"",""南京"",""西安""]","[19%,16%,14%,11%,8%,7%,6%,5%,5%,4%]","[""面议 "",""6000-7999 "",""10000-14999 "",""20000-29999 "",""4500-5999 ""]","[29%,26%,15%,14%,13%]","[""不限经验 "",""1-3年 "",""3-5年 "",""应届毕业生 "",""5-10年 ""]","[40%,23%,18%,8%,8%]","[""大专 "",""本科 "",""不限学历 "",""高中 "",""初中 ""]","[34%,31%,28%,3%,2%]",,"[""网络工程师"",""运维工程师"",""技术支持工程师"",""网络管理员"",""项目经理"",""系统集成工程师"",""售前工程师"",""网络运维工程师"",""it工程师"",""嵌入式软件工程师"",""弱电工程师"",""高级网络工程师"",""it专员"",""销售经理"",""it运维工程师"",""维护与服务支撑类"",""android开发工程师"",""网管"",""技术工程师"",""软件工程师"",""通信工程师"",""天线工程师"",""售后技术支持工程师"",""售后工程师"",""系统工程师"",""网络安全工程师"",""硬件工程师"",""售前技术支持工程师"",""网络维护工程师"",""it主管"",""电气工程师"",""实施工程师"",""it技术支持"",""销售工程师"",""射频工程师"",""弱电项目经理"",""技术支持"",""计算机维护工程师"",""集团业务技术支撑"",""5g网络工程师""]",,"[""应届生"",""1-3年"",""3-5年""]","[5690,4810,17710]"
高职专科,电子信息类,通信类,通信系统运行管理,第 18 名 (电子信息),所有专业1121个，电子信息类共61个专科专业，在“电子信息”中就业排名第18,上海,计算机软件,"[""计算机软件"",""交通/运输/物流"",""互联网/电子商务"",""通信/电信/网络设备"",""电子技术/半导体/集成电路"",""新能源"",""通信/电信运营、增值服务"",""计算机服务(系统、数据服务、维修)"",""金融/投资/证券"",""建筑/建材/工程""]","[16%,16%,12%,10%,9%,9%,8%,8%,4%,3%]","[""上海"",""深圳"",""北京"",""广州"",""杭州"",""武汉"",""成都"",""南京"",""重庆"",""厦门""]","[20%,17%,17%,14%,6%,6%,6%,5%,4%,2%]","[""面议 "",""6000-7999 "",""20000-29999 "",""10000-14999 "",""4500-5999 ""]","[29%,24%,15%,14%,14%]","[""不限经验 "",""3-5年 "",""1-3年 "",""5-10年 "",""应届毕业生 ""]","[38%,24%,19%,12%,4%]","[""大专 "",""不限学历 "",""本科 "",""高中 "",""中专 ""]","[38%,27%,27%,3%,3%]",,"[""运维工程师"",""网络工程师"",""网络管理员"",""电工 焊工 叉车工 普工 保安"",""厨师 电工 焊工 叉车工 普工 保安"",""电工 焊工 跟单员 管吃住 收入稳定"",""跟单员 叉车工 厨师 包食宿+月入过万"",""跟单员 厨师 包食宿+月入过万"",""it工程师"",""厨师 焊工 电工 包食宿+月入过万"",""保安 叉车工 普工 厨师 电工 焊工"",""厨师 焊工 保安 包食宿+月入过万"",""跟单员 保安 包食宿+月入过万"",""保安 叉车工 普工 包食宿+月入过万"",""网管"",""网络运维工程师"",""android开发工程师"",""it专员"",""系统运维工程师"",""技术支持工程师"",""传输网运行维护"",""弱电工程师"",""it主管"",""系统工程师"",""网络维护工程师"",""it技术支持"",""java开发工程师"",""it经理"",""系统集成项目经理"",""项目经理"",""高级运维工程师"",""ios开发工程师"",""it管理员"",""it运维工程师"",""计算机维护工程师"",""技术工程师"",""维护与服务支撑类"",""网络安全工程师"",""软件工程师"",""嵌入式软件工程师""]",,"[""应届生"",""1-3年"",""3-5年""]","[5690,4810,17710]"
高职专科,电子信息类,通信类,通讯工程设计与管理,第 46 名 (电子信息),所有专业1121个，电子信息类共61个专科专业，在“电子信息”中就业排名第46,深圳,建筑/建材/工程,"[""建筑/建材/工程"",""房地产"",""酒店/旅游"",""互联网/电子商务"",""广告"",""电子技术/半导体/集成电路"",""通信/电信/网络设备"",""计算机软件"",""学术/科研"",""家居/室内设计/装潢""]","[27%,22%,19%,5%,5%,5%,5%,4%,3%,3%]","[""深圳"",""广州"",""上海"",""武汉"",""北京"",""南京"",""杭州"",""南昌"",""苏州"",""重庆""]","[19%,16%,14%,14%,13%,6%,4%,3%,3%,3%]","[""面议 "",""6000-7999 "",""4500-5999 "",""10000-14999 "",""20000-29999 ""]","[27%,27%,15%,15%,14%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[38%,22%,20%,10%,7%]","[""大专 "",""本科 "",""不限学历 "",""高中 "",""中专 ""]","[36%,31%,26%,3%,2%]",,"[""工程部经理""]",,"[""应届生"",""1-3年"",""3-5年""]","[5690,4810,17710]"
高职专科,艺术设计传媒类,艺术设计类,美术,第 1 名 (艺术设计传媒),所有专业1121个，艺术设计传媒类共57个专科专业，在“艺术设计传媒”中就业排名第1,广州,互联网/电子商务,"[""互联网/电子商务"",""教育/培训/院校"",""新能源"",""广告"",""计算机软件"",""网络游戏"",""影视/媒体/艺术/文化传播"",""贸易/进出口"",""服装/纺织/皮革"",""公关/市场推广/会展""]","[22%,13%,10%,10%,8%,7%,7%,7%,5%,5%]","[""广州"",""上海"",""深圳"",""北京"",""杭州"",""武汉"",""成都"",""厦门"",""南京"",""东莞""]","[23%,19%,15%,9%,7%,6%,6%,4%,3%,2%]","[""4500-5999 "",""6000-7999 "",""面议 "",""20000-29999 "",""2000以下 ""]","[26%,26%,26%,13%,6%]","[""1-3年 "",""不限经验 "",""应届毕业生 "",""5-10年 "",""3-5年 ""]","[37%,25%,18%,12%,6%]","[""大专 "",""本科 "",""中专 "",""不限学历 ""]","[56%,31%,6%,6%]",,"[""平面设计师"",""平面设计"",""ui设计师"",""美工"",""美术老师"",""淘宝美工"",""资深平面设计师"",""电商美工"",""设计师"",""美术指导"",""视觉设计师"",""摄影师"",""美术教师"",""室内设计师"",""美工设计师"",""3d设计师"",""游戏ui设计师"",""效果图设计师"",""软装设计师"",""包装设计师"",""小学美术教师"",""高级ui设计师"",""资深设计师"",""网页设计师"",""电商设计师"",""设计总监"",""插画师"",""网店美工"",""美工设计"",""空间设计师"",""高级平面设计师"",""服装设计师"",""少儿美术老师"",""天猫美工"",""平面设计主管"",""平面设计助理"",""原画师"",""初中美术教师"",""游戏策划"",""设计主管""]",6110,"[""应届生"",""1-3年"",""3-5年"",""5-10年"",""10年以上""]","[5330,5810,11010,15880,7760]"
高职专科,艺术设计传媒类,艺术设计类,钟表设计,第 40 名 (艺术设计传媒),所有专业1121个，艺术设计传媒类共57个专科专业，在“艺术设计传媒”中就业排名第40,深圳,奢侈品/收藏品/工艺品/珠宝/工艺品/珠宝,"[""奢侈品/收藏品/工艺品/珠宝/工艺品/珠宝"",""互联网/电子商务"",""贸易/进出口"",""批发/零售"",""家具/家电/玩具/礼品"",""电子技术/半导体/集成电路"",""仪器仪表/工业自动化"",""其他行业"",""公关/市场推广/会展"",""新能源""]","[17%,15%,14%,13%,10%,10%,7%,5%,2%,2%]","[""深圳"",""广州"",""上海"",""北京"",""东莞"",""中山"",""大连"",""惠州"",""重庆"",""厦门""]","[40%,28%,8%,5%,3%,3%,2%,2%,2%,2%]","[""面议 "",""6000-7999 "",""10000-14999 "",""8000-9999 "",""4500-5999 ""]","[29%,29%,16%,13%,11%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[35%,22%,22%,13%,6%]","[""本科 "",""大专 "",""不限学历 "",""初中 "",""中专 ""]","[46%,27%,22%,1%,1%]",,"[""平面设计师""]",8010,"[""应届生"",""1-3年"",""3-5年"",""5-10年""]","[4000,8550,9830,9420]"
高职专科,艺术设计传媒类,艺术设计类,书画鉴定,第 51 名 (艺术设计传媒),所有专业1121个，艺术设计传媒类共57个专科专业，在“艺术设计传媒”中就业排名第51,广州,奢侈品/收藏品/工艺品/珠宝/工艺品/珠宝,"[""奢侈品/收藏品/工艺品/珠宝/工艺品/珠宝"",""信托/担保/拍卖/典当"",""其他行业"",""专业服务(咨询、人力资源、财会)"",""多元化业务集团公司"",""计算机软件"",""互联网/电子商务"",""公关/市场推广/会展"",""奢侈品/收藏品/工艺品/珠宝"",""建筑/建材/工程""]","[29%,22%,11%,7%,7%,7%,3%,3%,3%,3%]","[""广州"",""北京"",""上海"",""西安"",""南宁"",""杭州"",""武汉"",""深圳""]","[31%,21%,15%,10%,5%,5%,5%,5%]","[""10000-14999 "",""3000-4499 "",""50000以上 "",""面议 ""]","[50%,16%,16%,16%]","[""3-5年 "",""5-10年 "",""10年以上 "",""不限经验 ""]","[50%,16%,16%,16%]","[""本科 "",""大专 ""]","[66%,33%]",,"[""平面设计师""]",11400,"[""5-10年""]",[12500]
高职专科,艺术设计传媒类,艺术设计类,首饰设计,第 26 名 (艺术设计传媒),所有专业1121个，艺术设计传媒类共57个专科专业，在“艺术设计传媒”中就业排名第26,广州,奢侈品/收藏品/工艺品/珠宝/工艺品/珠宝,"[""奢侈品/收藏品/工艺品/珠宝/工艺品/珠宝"",""互联网/电子商务"",""批发/零售"",""贸易/进出口"",""家具/家电/玩具/礼品"",""服装/纺织/皮革"",""教育/培训/院校"",""影视/媒体/艺术/文化传播"",""公关/市场推广/会展"",""专业服务(咨询、人力资源、财会)""]","[37%,12%,12%,12%,9%,5%,3%,3%,2%,1%]","[""广州"",""深圳"",""上海"",""东莞"",""北京"",""杭州"",""武汉"",""南京"",""佛山"",""重庆""]","[41%,22%,13%,6%,3%,3%,3%,2%,2%,1%]","[""面议 "",""6000-7999 "",""10000-14999 "",""8000-9999 "",""4500-5999 ""]","[29%,29%,16%,13%,11%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[35%,22%,22%,13%,6%]","[""本科 "",""大专 "",""不限学历 "",""初中 "",""中专 ""]","[46%,27%,22%,1%,1%]",,"[""珠宝设计师"",""首饰设计师"",""珠宝首饰设计师"",""手绘设计师"",""摄影师"",""化妆师"",""平面设计师"",""珠宝手绘设计师"",""珠宝销售顾问"",""设计师"",""3d绘图员"",""产品经理"",""美工"",""设计主管"",""饰品设计师"",""首饰设计""]",7030,"[""应届生"",""1-3年"",""3-5年"",""5-10年""]","[5990,6870,9570,10500]"
高职专科,艺术设计传媒类,艺术设计类,皮具设计,第 31 名 (艺术设计传媒),所有专业1121个，艺术设计传媒类共57个专科专业，在“艺术设计传媒”中就业排名第31,广州,服装/纺织/皮革,"[""服装/纺织/皮革"",""互联网/电子商务"",""贸易/进出口"",""批发/零售"",""其他行业"",""原材料和加工"",""多元化业务集团公司"",""奢侈品/收藏品/工艺品/珠宝/工艺品/珠宝"",""新能源"",""家具/家电/玩具/礼品""]","[52%,15%,13%,8%,2%,1%,1%,1%,1%,1%]","[""广州"",""上海"",""深圳"",""东莞"",""佛山"",""北京"",""成都""]","[61%,13%,10%,8%,1%,1%,0%]","[""面议 "",""6000-7999 "",""10000-14999 "",""8000-9999 "",""4500-5999 ""]","[29%,29%,16%,13%,11%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[35%,22%,22%,13%,6%]","[""本科 "",""大专 "",""不限学历 "",""初中 "",""中专 ""]","[46%,27%,22%,1%,1%]",,"[""箱包设计师"",""女包设计师"",""平面设计师"",""手袋设计师"",""皮具设计师"",""鞋类设计师"",""外贸业务员"",""高端配饰检验 qa qc""]",7340,"[""应届生"",""1-3年"",""3-5年"",""5-10年"",""10年以上""]","[4590,6580,9390,11760,25750]"
高职专科,艺术设计传媒类,艺术设计类,艺术设计,第 4 名 (艺术设计传媒),所有专业1121个，艺术设计传媒类共57个专科专业，在“艺术设计传媒”中就业排名第4,上海,建筑/建材/工程,"[""建筑/建材/工程"",""家居/室内设计/装潢"",""房地产"",""互联网/电子商务"",""广告"",""服装/纺织/皮革"",""教育/培训/院校"",""影视/媒体/艺术/文化传播"",""新能源"",""贸易/进出口""]","[19%,14%,12%,11%,11%,7%,6%,5%,5%,5%]","[""上海"",""深圳"",""广州"",""北京"",""杭州"",""武汉"",""成都"",""南京"",""厦门"",""东莞""]","[21%,19%,19%,10%,7%,6%,5%,4%,3%,2%]","[""6000-7999 "",""4500-5999 "",""面议 ""]","[50%,25%,25%]","[""3-5年 "",""不限经验 ""]","[50%,50%]","[""本科 "",""大专 "",""初中 ""]","[50%,25%,25%]",本专业学生毕业后可在装饰公司、房地产公司、建筑公司、软件公司、设计院、电子集团从事设计工作，也有部分进入高校从事教育研究工作。,"[""平面设计师"",""室内设计师"",""ui设计师"",""软装设计师"",""平面设计"",""景观设计师"",""设计师"",""资深平面设计师"",""空间设计师"",""美工"",""包装设计师"",""设计总监"",""视觉设计师"",""效果图设计师"",""室内设计师助理"",""3d设计师"",""施工图设计师"",""设计师助理"",""方案设计师"",""产品设计师"",""设计助理"",""电商美工"",""高级平面设计师"",""企划经理"",""助理设计师"",""淘宝美工"",""资深设计师"",""服装设计师助理"",""高级ui设计师"",""摄影师"",""景观工程师"",""工业设计师"",""深化设计师"",""家装设计师"",""景观方案设计师"",""美术指导"",""陈列师"",""主案设计师"",""平面设计主管"",""照明设计师""]",6660,"[""应届生"",""1-3年"",""3-5年"",""5-10年"",""10年以上""]","[6040,6730,8700,12360,14270]"
高职专科,艺术设计传媒类,艺术设计类,广告与会展,第 17 名 (艺术设计传媒),所有专业1121个，艺术设计传媒类共57个专科专业，在“艺术设计传媒”中就业排名第17,上海,公关/市场推广/会展,"[""公关/市场推广/会展"",""广告"",""影视/媒体/艺术/文化传播"",""互联网/电子商务"",""新能源"",""贸易/进出口"",""专业服务(咨询、人力资源、财会)"",""教育/培训/院校"",""房地产"",""电子技术/半导体/集成电路""]","[31%,19%,11%,11%,5%,5%,4%,3%,3%,3%]","[""上海"",""广州"",""北京"",""深圳"",""杭州"",""武汉"",""成都"",""昆明"",""西安"",""厦门""]","[34%,15%,11%,10%,7%,7%,4%,3%,3%,2%]","[""6000-7999 "",""面议 "",""10000-14999 "",""20000-29999 "",""8000-9999 ""]","[28%,25%,17%,15%,13%]","[""不限经验 "",""1-3年 "",""3-5年 "",""应届毕业生 "",""5-10年 ""]","[39%,24%,18%,9%,8%]","[""大专 "",""本科 "",""不限学历 "",""高中 "",""初中 ""]","[35%,34%,25%,2%,2%]",,"[""平面设计师"",""平面设计"",""文案策划"",""活动策划"",""市场专员"",""项目经理"",""3d设计师"",""客户经理"",""市场经理"",""销售代表"",""活动策划专员"",""销售经理"",""企划营销专员 主管"",""活动执行"",""项目助理"",""企划主管"",""会务专员"",""活动策划执行"",""会展销售"",""大客户经理"",""市场策划"",""活动执行经理"",""策划总监"",""策划经理"",""高级客户经理"",""活动执行专员"",""资深文案策划"",""企划专员"",""企划经理"",""会务经理"",""市场主管"",""市场总监"",""市场推广专员"",""广告客户经理"",""新媒体运营专员"",""策划主管"",""视觉设计师"",""资深平面设计师"",""项目总监"",""三维设计师""]",,"[""应届生"",""1-3年"",""3-5年"",""5-10年"",""10年以上""]","[6040,6730,8700,12360,14270]"
高职专科,艺术设计传媒类,艺术设计类,装饰艺术设计,第 11 名 (艺术设计传媒),所有专业1121个，艺术设计传媒类共57个专科专业，在“艺术设计传媒”中就业排名第11,上海,建筑/建材/工程,"[""建筑/建材/工程"",""家居/室内设计/装潢"",""房地产"",""广告"",""家具/家电/玩具/礼品"",""影视/媒体/艺术/文化传播"",""互联网/电子商务"",""教育/培训/院校"",""服装/纺织/皮革"",""专业服务(咨询、人力资源、财会)""]","[29%,27%,18%,11%,3%,2%,2%,1%,1%,1%]","[""上海"",""深圳"",""广州"",""北京"",""武汉"",""杭州"",""成都"",""厦门"",""南京"",""重庆""]","[22%,19%,15%,11%,7%,6%,6%,4%,3%,2%]","[""面议 "",""8000-9999 "",""4500-5999 "",""6000-7999 "",""20000-29999 ""]","[27%,22%,22%,18%,9%]","[""不限经验 "",""3-5年 "",""1-3年 "",""5-10年 "",""10年以上 ""]","[30%,23%,23%,15%,7%]","[""大专 "",""不限学历 "",""本科 "",""初中 "",""硕士 ""]","[46%,30%,11%,7%,3%]",,"[""室内设计师"",""软装设计师"",""设计师"",""施工图设计师"",""空间设计师"",""装饰设计师"",""方案设计师"",""主案设计师"",""深化设计师"",""平面设计师"",""施工图深化设计师"",""工装设计师"",""室内设计总监"",""幕墙施工经理"",""效果图设计师"",""室内设计师助理"",""家装设计师"",""软装设计师助理"",""精装修工程师"",""软装设计助理"",""设计师助理"",""设计总监"",""装饰工程师"",""室内设计经理"",""精装设计师"",""室内设计"",""精装修设计师"",""主创建筑师"",""助理设计师"",""软装主案设计师"",""软装设计总监"",""室内装饰设计师"",""店面设计师"",""装饰预算员"",""设计助理"",""室内方案设计师"",""室内设计实习生"",""景观设计师"",""装修设计师"",""施工图绘图员""]",7310,"[""1-3年""]",[7000]
高职专科,艺术设计传媒类,艺术设计类,装潢艺术设计,第 28 名 (艺术设计传媒),所有专业1121个，艺术设计传媒类共57个专科专业，在“艺术设计传媒”中就业排名第28,广州,家居/室内设计/装潢,"[""家居/室内设计/装潢"",""建筑/建材/工程"",""房地产"",""家具/家电/玩具/礼品"",""广告"",""服装/纺织/皮革"",""互联网/电子商务"",""批发/零售"",""快速消费品(食品、饮料、化妆品)"",""新能源""]","[36%,23%,13%,9%,6%,3%,2%,2%,1%,1%]","[""广州"",""上海"",""深圳"",""武汉"",""杭州"",""厦门"",""佛山"",""成都"",""东莞"",""北京""]","[31%,16%,10%,8%,8%,7%,5%,4%,3%,3%]","[""6000-7999 "",""4500-5999 "",""面议 ""]","[50%,25%,25%]","[""3-5年 "",""不限经验 ""]","[50%,50%]","[""本科 "",""大专 "",""初中 ""]","[50%,25%,25%]",,"[""室内设计师"",""空间设计师"",""幕墙施工经理"",""家装设计师"",""室内装潢设计师"",""软装设计师"",""室内设计师助理"",""设计师"",""设计总监"",""效果图设计师"",""精装修工程师"",""平面设计师"",""店面设计师"",""主笔设计师"",""室内设计助理"",""设计师助理"",""家居设计师"",""软装设计助理"",""销售设计顾问"",""驻店设计师"",""平面设计"",""施工图深化设计师"",""施工图设计师"",""精装总监副总"",""资深设计师""]",6880,"[""5-10年""]",[9000]
高职专科,艺术设计传媒类,艺术设计类,人物形象设计,第 36 名 (艺术设计传媒),所有专业1121个，艺术设计传媒类共57个专科专业，在“艺术设计传媒”中就业排名第36,广州,影视/媒体/艺术/文化传播,"[""影视/媒体/艺术/文化传播"",""互联网/电子商务"",""广告"",""教育/培训/院校"",""公关/市场推广/会展"",""娱乐/休闲/体育"",""美容/保健"",""专业服务(咨询、人力资源、财会)"",""其他行业"",""服装/纺织/皮革""]","[23%,13%,11%,11%,9%,8%,8%,5%,5%,4%]","[""广州"",""上海"",""深圳"",""北京"",""厦门"",""成都"",""东莞"",""杭州"",""南京"",""武汉""]","[31%,12%,12%,8%,8%,7%,5%,5%,4%,4%]","[""面议 ""]",[100%],"[""不限经验 "",""5-10年 ""]","[66%,33%]","[""不限学历 "",""高中 ""]","[66%,33%]",,"[""化妆师"",""化妆助理"",""化妆师助理"",""化妆师 造型师"",""原画师""]",5850,"[""应届生"",""1-3年""]","[3750,6960]"
高职专科,艺术设计传媒类,艺术设计类,电脑艺术设计,第 22 名 (艺术设计传媒),所有专业1121个，艺术设计传媒类共57个专科专业，在“艺术设计传媒”中就业排名第22,深圳,建筑/建材/工程,"[""建筑/建材/工程"",""房地产"",""广告"",""家居/室内设计/装潢"",""服装/纺织/皮革"",""教育/培训/院校"",""互联网/电子商务"",""环保"",""公关/市场推广/会展"",""影视/媒体/艺术/文化传播""]","[27%,17%,14%,8%,8%,6%,5%,3%,3%,3%]","[""深圳"",""广州"",""上海"",""武汉"",""北京"",""杭州"",""成都"",""济南"",""济宁"",""郑州""]","[21%,18%,18%,9%,7%,6%,6%,5%,3%,3%]","[""4500-5999 "",""面议 "",""3000-4499 "",""6000-7999 "",""10000-14999 ""]","[30%,23%,19%,14%,12%]","[""不限经验 "",""1-3年 "",""5-10年 "",""3-5年 "",""应届毕业生 ""]","[46%,28%,9%,8%,8%]","[""大专 "",""本科 "",""不限学历 "",""高中 "",""中专 ""]","[47%,29%,13%,5%,4%]",,"[""景观设计师"",""景观工程师"",""平面设计师"",""后期制作"",""室内设计师"",""效果图设计师"",""园林景观设计师"",""园林工程师"",""景观施工图设计师"",""平面设计"",""室内设计实习生"",""景观实习生"",""园林设计师"",""景观方案设计师"",""景观设计"",""服装设计师"",""服装设计师助理"",""设计师"",""资深平面设计师"",""园林技术员"",""园林景观设计"",""园林设计"",""园艺 园林 景观设计师"",""家装设计师"",""施工员"",""施工图助理"",""景观设计经理"",""服装平面设计师"",""设计助理"",""设计总监""]",5940,"[""1-3年""]",[9000]
