学历类型,学科一类,学科二类,学科三类,就业概况-名次,就业概况-名次-描述,就业最多地区,就业最多行业,就业行业分布,就业行业分布比例,就业地区分布,就业地区分布比例,工资情况,工资比例,经验情况,经验比例,学历要求,学历比例,就业方向,从事岗位,平均工资,工作年限,工作年限工资
高职专科,艺术设计传媒类,艺术设计类,应用艺术设计,第 19 名 (艺术设计传媒),所有专业1121个，艺术设计传媒类共57个专科专业，在“艺术设计传媒”中就业排名第19,深圳,建筑/建材/工程,"[""建筑/建材/工程"",""家居/室内设计/装潢"",""互联网/电子商务"",""房地产"",""广告"",""服装/纺织/皮革"",""新能源"",""计算机软件"",""公关/市场推广/会展"",""影视/媒体/艺术/文化传播""]","[16%,15%,13%,12%,10%,9%,6%,6%,5%,5%]","[""深圳"",""上海"",""广州"",""北京"",""杭州"",""武汉"",""成都"",""厦门"",""佛山"",""东莞""]","[23%,21%,15%,11%,7%,6%,4%,3%,2%,2%]","[""面议 "",""6000-7999 "",""20000-29999 "",""4500-5999 "",""10000-14999 ""]","[30%,23%,18%,17%,9%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""10年以上 ""]","[42%,24%,21%,6%,4%]","[""大专 "",""本科 "",""不限学历 "",""硕士 "",""中专 ""]","[38%,32%,23%,3%,1%]",,"[""平面设计师"",""ui设计师"",""平面设计"",""室内设计师"",""招商营运副总经理"",""空间设计师"",""软装设计师"",""资深平面设计师"",""效果图设计师"",""设计师"",""高级ui设计师"",""产品设计师"",""家具设计师"",""方案设计师"",""视觉设计师"",""工装设计师"",""照明设计师"",""美工"",""设计总监"",""陈列主管"",""平面设计主管"",""设计助理"",""包装设计师"",""品牌设计师"",""景观设计师"",""软体家具研发总监"",""3d设计师"",""资深平面设计"",""高级平面设计师"",""高级视觉设计师"",""高级设计师"",""交互设计师"",""工业设计师"",""新媒体运营专员"",""施工图设计师"",""电商美工"",""网页设计师"",""软装设计师助理"",""陈列师"",""驻店设计师""]",,"[""1-3年""]",[9000]
高职专科,艺术设计传媒类,艺术设计类,产品造型设计,第 8 名 (艺术设计传媒),所有专业1121个，艺术设计传媒类共57个专科专业，在“艺术设计传媒”中就业排名第8,深圳,互联网/电子商务,"[""互联网/电子商务"",""电子技术/半导体/集成电路"",""新能源"",""贸易/进出口"",""汽车及零配件"",""家具/家电/玩具/礼品"",""机械/设备/重工"",""服装/纺织/皮革"",""计算机软件"",""广告""]","[17%,13%,13%,11%,10%,10%,6%,6%,5%,4%]","[""深圳"",""广州"",""上海"",""杭州"",""北京"",""东莞"",""宁波"",""厦门"",""佛山"",""成都""]","[24%,18%,18%,7%,6%,6%,4%,4%,4%,3%]","[""6000-7999 "",""面议 "",""20000-29999 "",""4500-5999 "",""10000-14999 ""]","[29%,27%,16%,14%,12%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[39%,23%,21%,10%,5%]","[""大专 "",""本科 "",""不限学历 "",""高中 "",""中专 ""]","[39%,27%,26%,3%,2%]",,"[""工业设计师"",""结构工程师"",""产品设计师"",""id设计师"",""摄影师"",""平面设计师"",""工业设计工程师"",""机械工程师"",""工业设计"",""ui设计师"",""产品外观设计师"",""包装设计师"",""id工程师"",""机械设计工程师"",""家具设计师"",""产品摄影师"",""产品设计"",""外观设计师"",""结构设计工程师"",""3d设计师"",""设计师"",""设计总监"",""高级工业设计师"",""服装搭配师"",""游戏ui设计师"",""平面设计"",""产品设计工程师"",""高级结构工程师"",""插画师"",""电气工程师"",""软装设计师"",""工艺工程师"",""资深工业设计师"",""产品开发工程师"",""家居设计师"",""视觉设计师"",""产品结构设计"",""结构设计师"",""工业产品设计师"",""id设计工程师""]",7310,"[""应届生"",""1-3年"",""3-5年"",""5-10年"",""10年以上""]","[6230,6790,8310,17190,33800]"
高职专科,艺术设计传媒类,艺术设计类,陶瓷艺术设计,第 34 名 (艺术学),所有专业1121个，艺术学类共35个本科专业，在“艺术学”中就业排名第34,佛山,建筑/建材/工程,"[""建筑/建材/工程"",""家居/室内设计/装潢"",""其他行业"",""原材料和加工"",""房地产"",""贸易/进出口"",""奢侈品/收藏品/工艺品/珠宝/工艺品/珠宝"",""物业管理/商业中心"",""互联网/电子商务"",""信托/担保/拍卖/典当""]","[26%,13%,11%,9%,9%,9%,5%,5%,3%,3%]","[""佛山"",""北京"",""上海"",""潮州"",""深圳"",""厦门"",""沈阳"",""淄博"",""东莞"",""广州""]","[29%,19%,14%,9%,7%,4%,4%,4%,2%,2%]","[""6000-7999 "",""4500-5999 "",""3000-4499 "",""20000-29999 "",""面议 ""]","[42%,14%,14%,14%,14%]","[""不限经验 "",""3-5年 ""]","[57%,42%]","[""初中 "",""大专 "",""本科 "",""不限学历 ""]","[28%,28%,28%,14%]",,"[""工业设计师"",""结构工程师"",""产品设计师"",""id设计师"",""摄影师"",""平面设计师"",""工业设计工程师"",""机械工程师"",""工业设计"",""ui设计师"",""产品外观设计师"",""包装设计师"",""id工程师"",""机械设计工程师"",""家具设计师"",""产品摄影师"",""产品设计"",""外观设计师"",""结构设计工程师"",""3d设计师"",""设计师"",""设计总监"",""高级工业设计师"",""服装搭配师"",""游戏ui设计师"",""平面设计"",""产品设计工程师"",""高级结构工程师"",""插画师"",""电气工程师"",""软装设计师"",""工艺工程师"",""资深工业设计师"",""产品开发工程师"",""家居设计师"",""视觉设计师"",""产品结构设计"",""结构设计师"",""工业产品设计师"",""id设计工程师""]",,"[""应届生"",""1-3年"",""3-5年"",""5-10年"",""10年以上""]","[6230,6790,8310,17190,33800]"
高职专科,艺术设计传媒类,艺术设计类,舞台艺术设计,第 38 名 (艺术设计传媒),所有专业1121个，艺术设计传媒类共57个专科专业，在“艺术设计传媒”中就业排名第38,深圳,广告,"[""广告"",""公关/市场推广/会展"",""建筑/建材/工程"",""影视/媒体/艺术/文化传播"",""家居/室内设计/装潢"",""教育/培训/院校"",""互联网/电子商务"",""房地产"",""快速消费品(食品、饮料、化妆品)"",""服装/纺织/皮革""]","[17%,16%,15%,11%,10%,6%,5%,5%,5%,5%]","[""深圳"",""上海"",""北京"",""广州"",""杭州"",""成都"",""武汉"",""东莞"",""南京"",""厦门""]","[23%,16%,15%,15%,7%,5%,4%,3%,3%,3%]","[""6000-7999 "",""30000-49999 "",""面议 "",""4500-5999 "",""3000-4499 ""]","[30%,30%,20%,10%,10%]","[""不限经验 "",""1-3年 "",""3-5年 ""]","[50%,30%,20%]","[""大专 "",""不限学历 "",""本科 "",""初中 "",""高中 ""]","[30%,30%,20%,10%,10%]",,"[""3d设计师"",""平面设计师"",""照明设计师"",""舞美设计师"",""资深3d设计师""]",,"[""应届生"",""1-3年"",""3-5年"",""5-10年"",""10年以上""]","[6230,6790,8310,17190,33800]"
高职专科,艺术设计传媒类,艺术设计类,商务形象传播,第 18 名 (艺术设计传媒),所有专业1121个，艺术设计传媒类共57个专科专业，在“艺术设计传媒”中就业排名第18,广州,互联网/电子商务,"[""互联网/电子商务"",""贸易/进出口"",""新能源"",""电子技术/半导体/集成电路"",""广告"",""快速消费品(食品、饮料、化妆品)"",""影视/媒体/艺术/文化传播"",""服装/纺织/皮革"",""批发/零售"",""计算机软件""]","[28%,10%,10%,9%,7%,7%,6%,6%,6%,6%]","[""广州"",""上海"",""深圳"",""北京"",""杭州"",""成都"",""厦门"",""南京"",""武汉"",""东莞""]","[22%,17%,17%,11%,6%,5%,5%,4%,4%,3%]","[""6000-7999 "",""面议 "",""20000-29999 "",""10000-14999 "",""30000-49999 ""]","[29%,27%,17%,12%,12%]","[""不限经验 "",""1-3年 "",""3-5年 "",""应届毕业生 "",""5-10年 ""]","[36%,24%,20%,11%,6%]","[""大专 "",""不限学历 "",""本科 "",""高中 "",""中专 ""]","[41%,28%,23%,3%,2%]",,"[""市场经理"",""运营渠道管理"",""总经理助理"",""市场企划专员"",""品牌总监"",""市场总监"",""文案策划"",""市场拓展经理"",""品牌经理"",""商务经理"",""总裁助理"",""otc商务经理"",""新媒体运营"",""商务助理"",""渠道运营管理"",""营销总监"",""销售代表"",""市场策划"",""渠道经理"",""网络推广专员"",""市场专员"",""企划经理"",""品牌推广经理"",""销售主管"",""销售经理"",""品牌策划经理"",""客户经理"",""市场部经理"",""平面设计师"",""新媒体运营专员"",""省区经理"",""董事长助理"",""运营总监"",""品牌策划"",""品牌策划专员"",""品牌策划主管"",""品牌运营总监"",""大客户经理"",""市场主管"",""市场推广专员""]",,"[""应届生"",""1-3年"",""3-5年"",""5-10年"",""10年以上""]","[6230,6790,8310,17190,33800]"
高职专科,艺术设计传媒类,艺术设计类,雕塑艺术设计,第 37 名 (艺术设计传媒),所有专业1121个，艺术设计传媒类共57个专科专业，在“艺术设计传媒”中就业排名第37,上海,教育/培训/院校,"[""教育/培训/院校"",""家居/室内设计/装潢"",""建筑/建材/工程"",""影视/媒体/艺术/文化传播"",""房地产"",""广告"",""专业服务(咨询、人力资源、财会)"",""互联网/电子商务"",""公关/市场推广/会展"",""酒店/旅游""]","[18%,17%,15%,13%,9%,9%,5%,3%,3%,3%]","[""上海"",""深圳"",""北京"",""广州"",""厦门"",""南京"",""杭州"",""合肥"",""成都"",""武汉""]","[29%,13%,12%,10%,8%,7%,7%,4%,4%,2%]","[""6000-7999 "",""4500-5999 "",""面议 ""]","[50%,25%,25%]","[""3-5年 "",""不限经验 ""]","[50%,50%]","[""本科 "",""大专 "",""初中 ""]","[50%,25%,25%]",,"[""软装设计师"",""雕塑设计师"",""美术老师"",""景观设计师"",""软装设计总监""]",8680,"[""1-3年""]",[13500]
高职专科,艺术设计传媒类,艺术设计类,广告设计与制作,第 10 名 (艺术设计传媒),所有专业1121个，艺术设计传媒类共57个专科专业，在“艺术设计传媒”中就业排名第10,广州,互联网/电子商务,"[""互联网/电子商务"",""房地产"",""广告"",""新能源"",""贸易/进出口"",""计算机软件"",""公关/市场推广/会展"",""教育/培训/院校"",""快速消费品(食品、饮料、化妆品)"",""建筑/建材/工程""]","[22%,13%,13%,10%,8%,6%,6%,6%,6%,6%]","[""广州"",""上海"",""深圳"",""北京"",""武汉"",""杭州"",""成都"",""厦门"",""东莞"",""南京""]","[29%,17%,14%,8%,6%,5%,5%,4%,3%,3%]","[""6000-7999 "",""面议 "",""10000-14999 "",""20000-29999 "",""8000-9999 ""]","[28%,24%,17%,15%,12%]","[""不限经验 "",""1-3年 "",""3-5年 "",""应届毕业生 "",""5-10年 ""]","[40%,23%,18%,9%,8%]","[""大专 "",""本科 "",""不限学历 "",""初中 "",""高中 ""]","[35%,34%,25%,2%,2%]",,"[""平面设计师"",""平面设计"",""广告设计师"",""资深平面设计师"",""美工"",""视频广告设计师"",""广告设计"",""设计主管"",""ui设计师"",""电商美工"",""平面设计主管"",""游戏视频广告设计师"",""策划经理"",""游戏广告设计师"",""淘宝美工"",""设计师"",""高级平面设计师"",""策划主管"",""美工设计师"",""资深设计师"",""平面设计经理"",""企划经理"",""市场专员"",""视觉设计师"",""广告平面设计师"",""美工设计"",""平面设计 美工"",""设计总监"",""策划专员"",""设计专员"",""企划主管"",""文案策划"",""网店美工"",""美术指导"",""3d设计师"",""平面设计实习生"",""设计"",""手游广告设计师"",""网页美工"",""网页设计师""]",4970,"[""应届生"",""1-3年"",""3-5年""]","[5500,5750,13580]"
高职专科,艺术设计传媒类,艺术设计类,多媒体设计与制作,第 20 名 (艺术设计传媒),所有专业1121个，艺术设计传媒类共57个专科专业，在“艺术设计传媒”中就业排名第20,上海,互联网/电子商务,"[""互联网/电子商务"",""影视/媒体/艺术/文化传播"",""新能源"",""广告"",""建筑/建材/工程"",""公关/市场推广/会展"",""计算机软件"",""教育/培训/院校"",""房地产"",""电子技术/半导体/集成电路""]","[19%,12%,11%,10%,10%,8%,8%,6%,6%,5%]","[""上海"",""广州"",""深圳"",""北京"",""武汉"",""杭州"",""成都"",""苏州"",""南京"",""昆明""]","[26%,19%,19%,9%,7%,5%,4%,3%,2%,2%]","[""6000-7999 "",""面议 "",""10000-14999 "",""20000-29999 "",""8000-9999 ""]","[28%,26%,16%,14%,12%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[39%,23%,19%,9%,8%]","[""本科 "",""大专 "",""不限学历 "",""初中 "",""高中 ""]","[35%,33%,25%,2%,2%]",,"[""平面设计师"",""多媒体设计师"",""视频剪辑"",""后期制作"",""视频制作"",""平面设计"",""文案策划"",""ui设计师"",""视频编辑"",""资深平面设计师"",""游戏视频广告设计师"",""视频剪辑师"",""影视后期制作"",""视觉设计师"",""美工"",""unity3d开发工程师"",""动画设计师"",""多媒体策划"",""多媒体设计"",""空间设计师"",""美工设计师"",""多媒体项目经理"",""视频设计师"",""项目经理"",""高级平面设计师"",""3d设计师"",""三维动画师"",""产品经理"",""助理规划师"",""售前工程师"",""多媒体设计与制作"",""市场专员"",""智能化设计师"",""电商美工"",""硬件工程师"",""视频广告设计师""]",4890,"[""应届生"",""1-3年""]","[4630,4940]"
高职专科,艺术设计传媒类,艺术设计类,视觉传达艺术设计,第 15 名 (艺术设计传媒),所有专业1121个，艺术设计传媒类共57个专科专业，在“艺术设计传媒”中就业排名第15,上海,互联网/电子商务,"[""互联网/电子商务"",""广告"",""新能源"",""计算机软件"",""贸易/进出口"",""公关/市场推广/会展"",""建筑/建材/工程"",""房地产"",""影视/媒体/艺术/文化传播"",""快速消费品(食品、饮料、化妆品)""]","[22%,17%,10%,8%,8%,7%,6%,6%,6%,6%]","[""上海"",""广州"",""深圳"",""北京"",""杭州"",""武汉"",""成都"",""厦门"",""南京"",""苏州""]","[20%,16%,16%,13%,9%,6%,4%,4%,3%,2%]","[""4500-5999 "",""6000-7999 "",""面议 "",""20000-29999 "",""10000-14999 ""]","[30%,20%,20%,16%,13%]","[""不限经验 "",""3-5年 "",""1-3年 "",""5-10年 "",""应届毕业生 ""]","[35%,27%,21%,10%,5%]","[""大专 "",""不限学历 "",""本科 "",""初中 ""]","[56%,27%,10%,5%]",,"[""平面设计师"",""ui设计师"",""平面设计"",""资深平面设计师"",""视觉设计师"",""包装设计师"",""设计师"",""高级ui设计师"",""高级平面设计师"",""美术指导"",""资深设计师"",""淘宝美工"",""品牌设计师"",""平面设计主管"",""平面设计总监"",""ui设计"",""设计总监"",""高级视觉设计师"",""3d设计师"",""平面设计实习生"",""美工"",""包装设计"",""平面设计助理"",""插画师"",""电商美工"",""电商设计师"",""视觉设计总监"",""平面设计专员"",""空间设计师"",""设计主管"",""中高级平面设计师"",""天猫美工"",""平面设计经理"",""资深平面设计"",""产品包装设计师"",""创意设计师"",""摄影总监"",""标识设计师"",""美工设计"",""视觉设计""]",10160,"[""1-3年"",""5-10年""]","[5000,9000]"
高职专科,艺术设计传媒类,艺术设计类,珠宝首饰工艺及鉴定,第 52 名 (艺术设计传媒),所有专业1121个，艺术设计传媒类共57个专科专业，在“艺术设计传媒”中就业排名第52,深圳,奢侈品/收藏品/工艺品/珠宝/工艺品/珠宝,"[""奢侈品/收藏品/工艺品/珠宝/工艺品/珠宝"",""批发/零售"",""互联网/电子商务"",""家具/家电/玩具/礼品"",""公关/市场推广/会展"",""生活服务"",""贸易/进出口""]","[44%,22%,14%,7%,3%,3%,3%]","[""深圳"",""杭州"",""上海"",""合肥"",""成都"",""武汉""]","[66%,11%,5%,5%,5%,5%]","[""面议 "",""6000-7999 "",""4500-5999 "",""10000-14999 "",""20000-29999 ""]","[28%,27%,15%,14%,13%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[39%,25%,18%,9%,8%]","[""大专 "",""本科 "",""不限学历 "",""高中 "",""中专 ""]","[34%,33%,27%,2%,2%]",,"[""平面设计师"",""ui设计师"",""平面设计"",""资深平面设计师"",""视觉设计师"",""包装设计师"",""设计师"",""高级ui设计师"",""高级平面设计师"",""美术指导"",""资深设计师"",""淘宝美工"",""品牌设计师"",""平面设计主管"",""平面设计总监"",""ui设计"",""设计总监"",""高级视觉设计师"",""3d设计师"",""平面设计实习生"",""美工"",""包装设计"",""平面设计助理"",""插画师"",""电商美工"",""电商设计师"",""视觉设计总监"",""平面设计专员"",""空间设计师"",""设计主管"",""中高级平面设计师"",""天猫美工"",""平面设计经理"",""资深平面设计"",""产品包装设计师"",""创意设计师"",""摄影总监"",""标识设计师"",""美工设计"",""视觉设计""]",,"[""1-3年"",""5-10年""]","[5000,9000]"
